Class frequencies:
client,class0,class1,class2,class3,class4,class5,class6,class7,class8,class9,class10,class11,class12,class13,class14,class15,class16,class17,class18,class19,class20,class21,class22,class23,class24,class25,class26,class27,class28,class29,class30,class31,class32,class33,class34,class35,class36,class37,class38,class39,class40,class41,class42,class43,class44,class45,class46,class47,class48,class49,class50,class51,class52,class53,class54,class55,class56,class57,class58,class59,class60,class61,class62,class63,class64,class65,class66,class67,class68,class69,class70,class71,class72,class73,class74,class75,class76,class77,class78,class79,class80,class81,class82,class83,class84,class85,class86,class87,class88,class89,class90,class91,class92,class93,class94,class95,class96,class97,class98,class99,Amount
Client  10,0.009,0.007,0.009,0.008,0.003,0.009,0.004,0.00,0.008,0.006,0.011,0.015,0.013,0.007,0.017,0.012,0.023,0.002,0.008,0.005,0.010,0.00,0.008,0.008,0.00,0.005,0.026,0.004,0.007,0.006,0.007,0.014,0.024,0.009,0.00,0.007,0.047,0.010,0.00,0.004,0.018,0.009,0.013,0.020,0.009,0.005,0.015,0.021,0.004,0.010,0.014,0.003,0.003,0.021,0.031,0.005,0.007,0.004,0.026,0.009,0.011,0.015,0.007,0.029,0.012,0.00,0.004,0.006,0.004,0.011,0.007,0.010,0.005,0.004,0.006,0.006,0.006,0.007,0.012,0.010,0.011,0.005,0.026,0.019,0.005,0.009,0.010,0.005,0.005,0.008,0.010,0.018,0.014,0.021,0.006,0.00,0.008,0.004,0.028,0.00,2575
Client  11,0.010,0.017,0.012,0.013,0.010,0.005,0.031,0.007,0.003,0.00,0.005,0.004,0.027,0.007,0.007,0.003,0.043,0.029,0.020,0.010,0.003,0.006,0.004,0.005,0.006,0.017,0.022,0.003,0.013,0.027,0.00,0.008,0.005,0.006,0.003,0.008,0.006,0.00,0.004,0.006,0.008,0.010,0.008,0.011,0.031,0.027,0.027,0.00,0.005,0.014,0.004,0.003,0.006,0.011,0.00,0.006,0.006,0.014,0.003,0.009,0.018,0.012,0.00,0.012,0.016,0.005,0.006,0.011,0.007,0.008,0.022,0.00,0.005,0.004,0.003,0.008,0.005,0.008,0.006,0.007,0.005,0.004,0.006,0.013,0.017,0.00,0.017,0.006,0.005,0.035,0.011,0.009,0.00,0.013,0.00,0.011,0.024,0.041,0.00,0.00,2634
Client  12,0.009,0.004,0.005,0.007,0.004,0.004,0.014,0.006,0.021,0.010,0.010,0.012,0.003,0.00,0.00,0.006,0.011,0.007,0.007,0.00,0.00,0.005,0.005,0.007,0.003,0.023,0.003,0.009,0.007,0.008,0.007,0.005,0.006,0.012,0.017,0.014,0.00,0.012,0.003,0.00,0.005,0.011,0.006,0.005,0.011,0.008,0.023,0.004,0.017,0.017,0.009,0.007,0.007,0.006,0.013,0.011,0.002,0.011,0.008,0.005,0.010,0.010,0.019,0.006,0.024,0.004,0.00,0.007,0.00,0.004,0.004,0.007,0.011,0.007,0.003,0.023,0.005,0.016,0.004,0.009,0.031,0.006,0.004,0.008,0.012,0.007,0.004,0.010,0.00,0.018,0.059,0.009,0.038,0.004,0.032,0.034,0.054,0.017,0.005,0.004,2278
Client  13,0.035,0.026,0.015,0.010,0.013,0.00,0.004,0.014,0.014,0.007,0.008,0.010,0.00,0.005,0.007,0.010,0.014,0.010,0.008,0.014,0.003,0.006,0.011,0.010,0.028,0.011,0.007,0.018,0.015,0.00,0.031,0.009,0.011,0.005,0.008,0.021,0.005,0.008,0.00,0.008,0.009,0.011,0.013,0.00,0.017,0.00,0.006,0.009,0.00,0.00,0.028,0.007,0.007,0.015,0.011,0.006,0.021,0.007,0.010,0.009,0.018,0.009,0.00,0.009,0.00,0.012,0.008,0.020,0.003,0.011,0.005,0.00,0.011,0.006,0.006,0.011,0.013,0.003,0.00,0.010,0.008,0.00,0.009,0.007,0.025,0.013,0.009,0.008,0.005,0.021,0.004,0.009,0.009,0.00,0.004,0.011,0.008,0.007,0.054,0.008,2352
Client  14,0.017,0.019,0.006,0.006,0.016,0.013,0.010,0.00,0.009,0.004,0.007,0.007,0.024,0.012,0.007,0.006,0.017,0.00,0.011,0.006,0.010,0.008,0.00,0.016,0.018,0.007,0.006,0.00,0.005,0.013,0.016,0.008,0.019,0.009,0.006,0.00,0.006,0.020,0.027,0.009,0.007,0.014,0.010,0.037,0.014,0.007,0.009,0.00,0.004,0.013,0.006,0.006,0.00,0.009,0.006,0.020,0.009,0.014,0.007,0.026,0.010,0.006,0.048,0.008,0.008,0.00,0.00,0.005,0.00,0.005,0.004,0.009,0.003,0.015,0.014,0.00,0.005,0.025,0.022,0.005,0.012,0.006,0.006,0.00,0.017,0.006,0.038,0.006,0.018,0.006,0.014,0.024,0.005,0.004,0.024,0.00,0.00,0.00,0.00,0.00,2500
Client  15,0.008,0.013,0.008,0.004,0.006,0.006,0.006,0.006,0.008,0.011,0.005,0.007,0.006,0.005,0.006,0.004,0.012,0.005,0.006,0.025,0.00,0.009,0.006,0.008,0.005,0.006,0.007,0.005,0.012,0.005,0.00,0.00,0.00,0.028,0.040,0.020,0.004,0.061,0.004,0.010,0.004,0.032,0.018,0.038,0.004,0.009,0.008,0.006,0.021,0.005,0.00,0.022,0.003,0.006,0.023,0.00,0.002,0.037,0.014,0.017,0.005,0.021,0.008,0.007,0.010,0.053,0.002,0.010,0.033,0.005,0.014,0.004,0.036,0.015,0.003,0.00,0.017,0.023,0.012,0.004,0.010,0.009,0.002,0.007,0.004,0.006,0.011,0.014,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2514
Client  16,0.023,0.008,0.018,0.00,0.00,0.011,0.010,0.014,0.013,0.010,0.035,0.008,0.017,0.013,0.017,0.017,0.011,0.010,0.008,0.006,0.010,0.020,0.021,0.009,0.023,0.008,0.006,0.009,0.019,0.010,0.012,0.009,0.018,0.011,0.007,0.008,0.019,0.010,0.018,0.006,0.014,0.008,0.014,0.006,0.019,0.008,0.014,0.00,0.006,0.004,0.00,0.017,0.00,0.007,0.009,0.022,0.011,0.00,0.018,0.007,0.010,0.011,0.00,0.007,0.011,0.011,0.033,0.051,0.017,0.009,0.017,0.023,0.010,0.006,0.012,0.011,0.032,0.008,0.004,0.032,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2525
Client  17,0.006,0.00,0.018,0.010,0.008,0.007,0.006,0.003,0.016,0.008,0.011,0.027,0.007,0.007,0.011,0.004,0.008,0.008,0.015,0.00,0.015,0.023,0.015,0.008,0.010,0.00,0.004,0.037,0.00,0.017,0.020,0.021,0.011,0.005,0.021,0.004,0.005,0.00,0.022,0.008,0.006,0.030,0.006,0.004,0.00,0.020,0.004,0.025,0.009,0.010,0.009,0.00,0.006,0.003,0.008,0.006,0.010,0.013,0.006,0.010,0.005,0.003,0.009,0.006,0.008,0.00,0.003,0.028,0.007,0.008,0.005,0.010,0.049,0.006,0.018,0.009,0.004,0.006,0.008,0.012,0.006,0.060,0.008,0.005,0.010,0.013,0.006,0.034,0.010,0.004,0.010,0.005,0.004,0.005,0.007,0.00,0.00,0.00,0.00,0.00,2509
Client  18,0.003,0.009,0.004,0.020,0.005,0.035,0.009,0.011,0.014,0.029,0.027,0.006,0.029,0.00,0.006,0.019,0.017,0.018,0.007,0.011,0.00,0.022,0.016,0.009,0.010,0.009,0.010,0.007,0.011,0.007,0.008,0.015,0.008,0.009,0.014,0.018,0.010,0.005,0.013,0.008,0.007,0.015,0.005,0.014,0.008,0.015,0.013,0.028,0.005,0.011,0.027,0.009,0.006,0.00,0.00,0.00,0.010,0.003,0.007,0.005,0.007,0.026,0.00,0.007,0.007,0.006,0.012,0.014,0.011,0.011,0.008,0.013,0.004,0.007,0.047,0.025,0.010,0.00,0.005,0.016,0.024,0.013,0.009,0.005,0.011,0.009,0.019,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2559
Client  19,0.010,0.009,0.006,0.006,0.023,0.003,0.006,0.007,0.006,0.007,0.007,0.005,0.006,0.005,0.018,0.009,0.005,0.008,0.006,0.010,0.005,0.007,0.005,0.010,0.006,0.014,0.009,0.006,0.002,0.010,0.011,0.008,0.007,0.006,0.007,0.009,0.005,0.007,0.005,0.013,0.025,0.006,0.021,0.005,0.006,0.004,0.013,0.026,0.007,0.004,0.004,0.011,0.043,0.008,0.029,0.007,0.011,0.007,0.017,0.010,0.008,0.005,0.005,0.032,0.005,0.022,0.013,0.003,0.009,0.016,0.007,0.016,0.009,0.007,0.006,0.015,0.003,0.008,0.009,0.007,0.009,0.007,0.007,0.009,0.010,0.007,0.006,0.011,0.007,0.007,0.006,0.006,0.003,0.058,0.005,0.004,0.005,0.024,0.021,0.00,2546
